tweet_id,timestamp,source,text,name,dog_phase,jpg_url,img_num,favorite_count,retweet_count,rating_ratio,predicted_breed
667393430834667520,2015-11-19 17:26:08,http://twitter.com/download/iphone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,Fwed,,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,185,52,0.8,papillon
666786068205871104,2015-11-18 01:12:41,http://twitter.com/download/iphone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,,,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,710,453,0.2,
666804364988780544,2015-11-18 02:25:23,http://twitter.com/download/iphone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,Jockson,,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,219,84,0.8,english_setter
666817836334096384,2015-11-18 03:18:55,http://twitter.com/download/iphone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,Jeph,,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,483,236,0.9,miniature_schnauzer
666826780179869698,2015-11-18 03:54:28,http://twitter.com/download/iphone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,,,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,240,87,1.2,maltese_dog
666835007768551424,2015-11-18 04:27:09,http://twitter.com/download/iphone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,,,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,200,75,1.0,airedale
666837028449972224,2015-11-18 04:35:11,http://twitter.com/download/iphone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,,,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,763,516,0.3,
666983947667116034,2015-11-18 14:18:59,http://twitter.com/download/iphone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,,,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,2411,912,1.1,
666996132027977728,2015-11-18 15:07:24,http://twitter.com/download/iphone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,Carll,,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,228,84,1.0,
667012601033924608,2015-11-18 16:12:51,http://twitter.com/download/iphone,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,Klevin,,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,425,210,0.9,
667044094246576128,2015-11-18 18:17:59,http://twitter.com/download/iphone,12/10 gimme now https://t.co/QZAnwgnOMB,,,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,175,46,1.2,golden_retriever
667062181243039745,2015-11-18 19:29:52,http://twitter.com/download/iphone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,Keet,,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,209,49,1.0,chesapeake_bay_retriever
667065535570550784,2015-11-18 19:43:11,http://twitter.com/download/iphone,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,,,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,160,41,0.8,
667073648344346624,2015-11-18 20:15:26,http://twitter.com/download/iphone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,Dave,,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,379,112,1.0,chihuahua
667405339315146752,2015-11-19 18:13:27,http://twitter.com/download/iphone,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,Biden,,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,446,211,0.7,saint_bernard
667090893657276420,2015-11-18 21:23:57,http://twitter.com/download/iphone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,Clybe,,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,317,117,0.2,chihuahua
667138269671505920,2015-11-19 00:32:12,http://twitter.com/download/iphone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,,,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,4332,2047,1.0,west_highland_white_terrier
667152164079423490,2015-11-19 01:27:25,http://twitter.com/download/iphone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,Pipsy,,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,45202,15863,1.2,toy_poodle
667160273090932737,2015-11-19 01:59:39,http://twitter.com/download/iphone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,Bradlay,,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,242,59,1.1,golden_retriever
667165590075940865,2015-11-19 02:20:46,http://twitter.com/download/iphone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,Churlie,,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,2545,1052,1.0,miniature_pinscher
667171260800061440,2015-11-19 02:43:18,http://twitter.com/download/iphone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,Kenneth,,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,210,77,1.0,giant_schnauzer
667174963120574464,2015-11-19 02:58:01,http://twitter.com/download/iphone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",Clarence,,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,234,73,0.9,toy_poodle
667176164155375616,2015-11-19 03:02:47,http://twitter.com/download/iphone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,,,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,581,429,0.4,soft-coated_wheaten_terrier
667177989038297088,2015-11-19 03:10:02,http://twitter.com/download/iphone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,,,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,181,51,0.8,vizsla
667182792070062081,2015-11-19 03:29:07,http://twitter.com/download/iphone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,Timison,,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,13552,5775,1.0,golden_retriever
667188689915760640,2015-11-19 03:52:34,http://twitter.com/download/iphone,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,,,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,709,375,1.0,
667192066997374976,2015-11-19 04:05:59,http://twitter.com/download/iphone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,,,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,364,92,1.2,rottweiler
667200525029539841,2015-11-19 04:39:35,http://twitter.com/download/iphone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,Joshwa,,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,584,245,1.1,siberian_husky
667211855547486208,2015-11-19 05:24:37,http://twitter.com/download/iphone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,Genevieve,,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,463,224,0.9,golden_retriever
667369227918143488,2015-11-19 15:49:57,http://twitter.com/download/iphone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,,,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,349,152,1.0,
667119796878725120,2015-11-18 23:18:48,http://twitter.com/download/iphone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,Gabe,,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,316,122,1.0,pembroke
666781792255496192,2015-11-18 00:55:42,http://twitter.com/download/iphone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,,,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,363,177,1.0,italian_greyhound
667902449697558528,2015-11-21 03:08:47,http://twitter.com/download/iphone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,Cleopatricia,,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1,817,359,0.9,norwegian_elkhound
667915453470232577,2015-11-21 04:00:28,http://twitter.com/download/iphone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,Otis,,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1,199,53,1.0,boxer
667911425562669056,2015-11-21 03:44:27,http://twitter.com/download/iphone,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,,,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,1,470,279,0.5,
667924896115245057,2015-11-21 04:37:59,http://twitter.com/download/iphone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,Jiminy,,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1,280,106,0.9,labrador_retriever
667937095915278337,2015-11-21 05:26:27,http://twitter.com/download/iphone,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,,,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1,1188,753,0.3,
668113020489474048,2015-11-21 17:05:31,http://twitter.com/download/iphone,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,Alfie,,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1,640,221,0.6,pembroke
668142349051129856,2015-11-21 19:02:04,http://twitter.com/download/iphone,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,,,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1,550,264,0.2,
668154635664932864,2015-11-21 19:50:53,http://twitter.com/download/iphone,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,,,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1,473,293,0.9,
668171859951755264,2015-11-21 20:59:20,http://twitter.com/download/iphone,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,,,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1,462,183,0.7,chihuahua
668190681446379520,2015-11-21 22:14:07,http://twitter.com/download/iphone,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,Skittles,,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1,614,190,1.2,blenheim_spaniel
668204964695683073,2015-11-21 23:10:52,http://twitter.com/download/iphone,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,Ron,,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1,529,184,0.8,labrador_retriever
668221241640230912,2015-11-22 00:15:33,http://twitter.com/download/iphone,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,,,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,492,186,1.0,chow
668226093875376128,2015-11-22 00:34:50,http://twitter.com/download/iphone,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,,,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1,283,96,1.0,
668237644992782336,2015-11-22 01:20:44,http://twitter.com/download/iphone,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,Torque,,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1,5885,2675,1.0,chow
668248472370458624,2015-11-22 02:03:45,http://twitter.com/download/iphone,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,Bisquick,,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1,920,452,0.8,chihuahua
668256321989451776,2015-11-22 02:34:57,http://twitter.com/download/iphone,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,Jareld,,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,1,1229,567,1.3,pembroke
668268907921326080,2015-11-22 03:24:58,http://twitter.com/download/iphone,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,,,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,1,528,222,1.0,pembroke
668274247790391296,2015-11-22 03:46:11,http://twitter.com/download/iphone,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,Sophie,,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,1,781,222,1.0,soft-coated_wheaten_terrier
668291999406125056,2015-11-22 04:56:43,http://twitter.com/download/iphone,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,,,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,1,231,29,1.0,
668466899341221888,2015-11-22 16:31:42,http://twitter.com/download/iphone,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m,,,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,1,850,482,0.4,
668286279830867968,2015-11-22 04:33:59,http://twitter.com/download/iphone,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,Rusty,,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,1,480,129,1.1,golden_retriever
666776908487630848,2015-11-18 00:36:17,http://twitter.com/download/iphone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,Josep,,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,326,160,0.5,miniature_pinscher
666739327293083650,2015-11-17 22:06:57,http://twitter.com/download/iphone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,Lugan,,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,222,61,1.0,miniature_poodle
666701168228331520,2015-11-17 19:35:19,http://twitter.com/download/iphone,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,,,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,407,203,0.8,labrador_retriever
668297328638447616,2015-11-22 05:17:54,http://twitter.com/download/iphone,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,,,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,1,599,279,0.2,eskimo_dog
666071193221509120,2015-11-16 01:52:02,http://twitter.com/download/iphone,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,,,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,135,52,0.0,gordon_setter
666073100786774016,2015-11-16 01:59:36,http://twitter.com/download/iphone,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,,,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,294,145,1.0,walker_hound
666082916733198337,2015-11-16 02:38:37,http://twitter.com/download/iphone,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,,,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,102,41,0.6,pug
666094000022159362,2015-11-16 03:22:39,http://twitter.com/download/iphone,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,,,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,153,66,0.9,bloodhound
